srm,hz,pd,id,isEncode,hz:1,rc,prithis,jm,gbk,big5,hk,unicode,gb20902,xh,hz123,new20161021,gbgeneral
0,的,1,1,1,,0,0,1,0,1,0,30340,1,1,的,0,1
0,我,22,2,1,,0,1,1,0,1,0,25105,1,2,我,0,1
0,你,284,3,1,,0,2,1,0,1,0,20320,1,3,你,0,1
0,他,29,4,1,,0,3,1,0,1,0,20182,1,4,他,0,1
0,得,74,5,1,,0,4,1,0,1,0,24471,1,5,得,0,1
0,很,149,6,1,,0,5,1,0,1,0,24456,1,6,很,0,1
0,和,17,7,1,,0,6,1,0,1,0,21644,1,7,和,0,1
0,○,10303,8,1,,0,7,0,0,1,0,9675,0,8,○,0,1
0,零,1095,9,1,零,1,8,0,0,1,0,38646,1,9,零,0,1
0,便,593,10,1,,0,9,1,0,1,0,20415,1,10,便,0,1
0,丿,29695,11,1,,0,10,0,0,0,1,20031,1,11,,0,0
00,像,522,12,1,,0,0,1,0,1,0,20687,1,12,像,0,1
00,種,7122,13,1,,0,1,1,0,1,0,31278,1,13,種,0,1
00,爭,8833,14,1,,0,2,0,0,1,0,29229,1,14,爭,0,1
00,手,140,15,1,,0,3,0,0,1,0,25163,1,15,手,0,1
00,乎,834,16,1,,0,4,0,0,1,0,20046,1,16,乎,0,1
00,季,453,17,1,,0,5,0,0,1,0,23395,1,17,季,0,1
00,孚,3091,18,1,,0,6,0,0,1,0,23386,1,18,孚,0,1
00,夕,2017,19,1,,0,7,0,0,1,0,22805,1,19,夕,0,1
00,仔,1578,20,1,,0,8,1,0,1,0,20180,1,20,仔,0,1
00,任,223,21,1,,0,9,1,0,1,0,20219,1,21,任,0,1
00,危,631,22,1,,0,10,1,0,1,0,21361,1,22,危,0,1
00,低,433,23,1,,0,11,1,0,1,0,20302,1,23,低,0,1
00,免,771,24,1,,0,12,1,0,1,0,20813,1,24,免,0,1
00,角,685,25,1,,0,13,1,0,1,0,35282,1,25,角,0,1
00,係,5708,26,1,,0,14,1,0,1,0,20418,1,26,係,0,1
00,急,816,27,1,,0,15,1,0,1,0,24613,1,27,急,0,1
00,彩,694,28,1,,0,16,1,0,1,0,24425,1,28,彩,0,1
00,您,1049,29,1,,0,17,1,0,1,0,24744,1,29,您,0,1
00,移,842,30,1,,0,18,1,0,1,0,31227,1,30,移,0,1
00,魚,7258,31,1,,0,19,1,0,1,0,39770,1,31,魚,0,1
00,象,545,32,1,,0,20,1,0,1,0,35937,1,32,象,0,1
00,稱,8298,33,1,,0,21,1,0,1,0,31281,1,33,稱,0,1
00,,41693,34,1,,0,22,0,0,0,1,63464,0,34,,0,0
00,爳,34296,35,1,,0,23,0,1,0,0,29235,1,35,,0,0
00,彡,29694,36,1,,0,24,0,0,0,1,24417,1,36,,0,0
000,為,5803,37,1,,0,0,0,0,1,0,28858,1,37,為,0,1
000,多,41,38,1,,0,1,0,0,1,0,22810,1,38,多,0,1
000,秀,874,39,1,,0,2,0,0,1,0,31168,1,39,秀,0,1
000,掱,9923,40,1,,0,3,0,0,1,0,25521,1,40,掱,0,0
000,牖,6491,41,1,,0,4,0,0,1,0,29270,1,41,牖,0,0
000,亇,33120,42,1,,0,5,0,0,0,1,20103,1,42,,0,0
000,豸,5796,43,1,,0,6,0,0,1,0,35960,1,43,豸,0,1
000,争,33109,44,1,,0,7,0,0,0,1,20105,1,44,,0,0
000,厃,34296,45,1,,0,8,0,1,0,0,21379,1,45,,0,0
000,,41689,46,1,,0,9,0,0,0,1,58317,0,46,,0,0
000,爲,7259,47,1,,0,10,0,1,0,0,29234,1,47,,0,1
000,,33123,48,1,,1,11,0,0,0,1,60348,0,48,,0,0
000,牑,34296,49,1,牑,1,12,0,1,0,0,29265,1,49,,0,0
0000,角,685,50,1,,0,0,0,0,1,0,35282,1,50,角,0,1
0000,掰,3675,51,1,,0,1,0,0,1,0,25520,1,51,掰,0,1
0000,搿,9389,52,1,,0,2,0,0,1,0,25663,1,52,搿,0,0
0000,,41686,53,1,,0,3,0,0,0,1,62814,0,53,,0,0
0003,象,545,54,1,,0,0,0,0,1,0,35937,1,54,象,0,1
0003,觚,6210,55,1,,0,1,0,0,1,0,35290,1,55,觚,0,1
0004,觼,10348,56,1,,0,0,0,0,1,0,35324,1,56,觼,0,0
0004,躷,34296,57,1,,0,1,0,1,0,0,36535,1,57,,0,0
0006,詹,1888,58,1,,0,0,0,0,1,0,35449,1,58,詹,0,1
0006,貉,5988,59,1,,0,1,0,0,1,0,35977,1,59,貉,0,1
0006,觡,10351,60,1,,0,2,0,0,1,0,35297,1,60,觡,0,0
0006,嗠,34296,61,1,,0,3,0,1,0,0,21984,1,61,,0,0
0007,免,771,62,1,,0,0,0,0,1,0,20813,1,62,免,0,1
0007,危,631,63,1,,0,1,0,0,1,0,21361,1,63,危,0,1
0007,兔,2547,64,1,兔,1,2,0,0,1,0,20820,1,64,兔,0,1
0007,觝,10356,65,1,,0,3,0,0,1,0,35293,1,65,觝,0,0
0007,觤,10357,66,1,,0,4,0,0,1,0,35300,1,66,觤,0,0
0007,鬿,10357,67,1,,0,5,0,0,1,0,39743,1,67,鬿,0,0
0007,毚,10358,68,1,毚,1,6,0,0,1,0,27610,1,68,毚,0,0
0007,麁,33116,69,1,,0,7,0,0,0,1,40577,1,69,,0,0
0007,凭,33115,70,1,,0,8,0,0,0,1,20973,1,70,,0,0
0007,,41682,71,1,,0,9,0,0,0,1,60486,0,71,,0,0
0007,觗,34296,72,1,,0,10,0,1,0,0,35287,1,72,,0,0
0007,豼,34296,73,1,,0,11,0,1,0,0,35964,1,73,,0,0
0007,鬽,34296,74,1,鬽,1,12,0,1,0,0,39741,1,74,,0,0
0007,,41683,75,1,,0,13,0,0,0,1,59991,0,75,,0,0
0007,,33124,76,1,,1,14,0,0,0,1,60101,0,76,,0,0
0008,貕,10363,77,1,,0,0,0,0,1,0,35989,1,77,貕,0,0
0008,矦,33115,78,1,,0,1,0,0,0,1,30694,1,78,,0,0
0008,,54097,79,1,,0,2,0,0,0,1,57461,0,79,,0,0
001,豋,7324,80,1,,0,0,0,0,1,0,35915,1,80,豋,0,0
001,鎥,10366,81,1,鎥,1,1,0,0,1,0,37797,1,81,鎥,0,0
001,鱼,33114,82,1,,0,2,0,0,0,1,40060,1,82,,0,0
001,玺,30199,83,1,,0,3,0,0,0,1,29626,1,83,,0,0
0013,螽,7159,84,1,,0,0,0,0,1,0,34749,1,84,螽,0,0
0013,衇,34296,85,1,,0,1,0,1,0,0,34887,1,85,,0,0
0016,濌,10370,86,1,,0,0,0,0,1,0,28620,1,86,濌,0,0
0016,衉,34296,87,1,,0,1,0,1,0,0,34889,1,87,,0,0
0017,龜,9432,88,1,,0,0,0,0,1,0,40860,1,88,龜,0,1
0018,欰,34296,89,1,,0,0,0,1,0,0,27440,1,89,,0,0
0020,修,750,90,1,修,1,0,0,0,1,0,20462,1,90,修,0,1
0020,仔,1578,91,1,,0,1,0,0,1,0,20180,1,91,仔,0,1
0020,偏,1219,92,1,,0,2,0,0,1,0,20559,1,92,偏,0,1
0020,僑,8497,93,1,,0,3,0,0,1,0,20689,1,93,僑,0,1
0020,偽,1914,94,1,,0,4,0,0,1,0,20605,1,94,偽,0,1
0020,俘,3114,95,1,,0,5,0,0,1,0,20440,1,95,俘,0,1
0020,侈,2530,96,1,,0,6,0,0,1,0,20360,1,96,侈,0,1
0020,俑,2827,97,1,,0,7,0,0,1,0,20433,1,97,俑,0,1
0020,翛,8402,98,1,翛,1,8,0,0,1,0,32731,1,98,翛,0,1
0020,偊,6167,99,1,,0,9,0,0,1,0,20554,1,99,偊,0,0
0020,俢,34296,100,1,,0,10,0,1,0,0,20450,1,100,,0,0
0020,脩,6500,101,1,,1,11,0,0,1,0,33065,1,101,脩,0,0
0020,偝,10382,102,1,,0,12,0,0,1,0,20573,1,102,偝,0,0
0020,偁,7131,103,1,,0,13,0,0,1,0,20545,1,103,偁,0,1
0020,,44021,104,1,,0,14,0,0,0,1,58814,0,104,,0,0
0020,傓,34296,105,1,傓,1,15,0,1,0,0,20627,1,105,,0,0
0020,僪,10384,106,1,,0,16,0,0,1,0,20714,1,106,僪,0,0
0020,僞,34296,107,1,,0,17,0,1,0,0,20702,1,107,,0,1
0020,偦,7891,108,1,,0,18,0,0,0,1,20582,1,108,,0,0
0020,伃,9849,109,1,,0,19,0,0,0,1,20227,1,109,,0,0
0021,任,223,110,1,,0,0,0,0,1,0,20219,1,110,任,0,1
0021,僱,9282,111,1,,0,1,0,0,1,0,20721,1,111,僱,0,0
0021,偅,10391,112,1,,0,2,0,0,1,0,20549,1,112,偅,0,0
0021,倕,9145,113,1,,0,3,0,0,1,0,20501,1,113,倕,0,1
0021,僜,6939,114,1,,0,4,0,1,0,0,20700,1,114,,0,0
0022,伒,9240,115,1,,0,0,0,0,1,0,20242,1,115,伒,0,0
0022,侨,33112,116,1,,0,1,0,0,0,1,20392,1,116,,0,0
0023,像,522,117,1,,0,0,0,0,1,0,20687,1,117,像,0,1
0023,佟,2776,118,1,,0,1,0,0,1,0,20319,1,118,佟,0,1
0023,鯈,10397,119,1,鯈,1,2,0,0,1,0,39880,1,119,鯈,0,0
0023,僁,10398,120,1,,0,3,0,0,1,0,20673,1,120,僁,0,0
0023,仫,5538,121,1,,0,4,0,1,0,0,20203,1,121,,0,1
0023,儵,12128,122,1,,1,5,0,0,1,0,20789,1,122,儵,0,0
0024,仟,4233,123,1,,0,0,0,0,1,0,20191,1,123,仟,0,1
0024,倭,4573,124,1,,0,1,0,0,1,0,20525,1,124,倭,0,1
0024,俶,5068,125,1,,0,2,0,0,1,0,20470,1,125,俶,0,1
0024,俀,10401,126,1,,0,3,0,0,1,0,20416,1,126,俀,0,0
0024,侹,10402,127,1,,0,4,0,0,1,0,20409,1,127,侹,0,1
0024,僾,10403,128,1,,0,5,0,0,1,0,20734,1,128,僾,0,0
0024,仮,33111,129,1,,0,6,0,0,0,1,20206,1,129,,0,0
0024,伮,34296,130,1,,0,7,0,1,0,0,20270,1,130,,0,0
0025,佭,34296,131,1,,0,0,0,1,0,0,20333,1,131,,0,0
0025,僢,34296,132,1,,0,1,0,1,0,0,20706,1,132,,0,0
0026,循,1757,133,1,,0,0,0,0,1,0,24490,1,133,循,0,1
0026,偕,4108,134,1,,0,1,0,0,1,0,20565,1,134,偕,0,1
0026,佫,10409,135,1,,0,2,0,0,1,0,20331,1,135,佫,0,0
0026,佸,10410,136,1,,0,3,0,0,1,0,20344,1,136,佸,0,1
0026,儋,4280,137,1,,0,4,0,0,1,0,20747,1,137,儋,0,0
0026,僠,10411,138,1,,0,5,0,0,1,0,20704,1,138,僠,0,0
0026,佲,33098,139,1,,0,6,0,0,0,1,20338,1,139,,0,0
0026,俻,34296,140,1,,0,7,0,1,0,0,20475,1,140,,0,0
0026,偱,7319,141,1,,0,8,0,1,0,0,20593,1,141,,0,0
0026,偹,34296,142,1,,0,9,0,1,0,0,20601,1,142,,0,0
0026,,41665,143,1,,0,10,0,0,0,1,58311,0,143,,0,0
0026,,41663,144,1,,0,11,0,0,0,1,58811,0,144,,0,0
0027,化,160,145,1,化,1,0,0,0,1,0,21270,1,145,化,0,1
0027,低,433,146,1,,0,1,0,0,1,0,20302,1,146,低,0,1
0027,傜,8260,147,1,,0,2,0,0,1,0,20636,1,147,傜,0,0
0027,佻,5267,148,1,,0,3,0,0,1,0,20347,1,148,佻,0,1
0027,仳,9421,149,1,,0,4,0,0,1,0,20211,1,149,仳,0,1
0027,俛,8126,150,1,,0,5,0,0,1,0,20443,1,150,俛,0,0
0027,伔,10421,151,1,,0,6,0,0,1,0,20244,1,151,伔,0,0
0027,彽,9647,152,1,,0,7,0,0,1,0,24445,1,152,彽,0,0
0027,徭,5789,153,1,,0,8,0,0,1,0,24493,1,153,徭,0,1
0027,佌,10423,154,1,,0,9,0,0,1,0,20300,1,154,佌,0,0
0027,仛,34296,155,1,,0,10,0,1,0,0,20187,1,155,,0,0
0027,,41659,156,1,,0,11,0,0,0,1,59196,0,156,,0,0
0027,佹,10426,157,1,,0,12,0,0,1,0,20345,1,157,佹,0,0
0027,偛,10425,158,1,,0,13,0,0,1,0,20571,1,158,偛,0,0
0027,傂,10427,159,1,,0,14,0,0,1,0,20610,1,159,傂,0,0
0027,儱,10708,160,1,儱,1,15,0,0,1,0,20785,1,160,儱,0,0
0027,儳,10424,161,1,,0,16,0,0,1,0,20787,1,161,儳,0,1
0027,徿,10707,162,1,徿,1,17,0,0,1,0,24511,1,162,徿,0,0
0028,僕,8154,163,1,,0,0,0,0,1,0,20693,1,163,僕,0,1
0028,倏,4912,164,1,,0,1,0,0,1,0,20495,1,164,倏,0,1
0028,傒,8399,165,1,,0,2,0,0,1,0,20626,1,165,傒,0,1
0028,佽,10431,166,1,,0,3,0,0,1,0,20349,1,166,佽,0,1
0028,徯,10432,167,1,,0,4,0,0,1,0,24495,1,167,徯,0,0
0028,僛,10433,168,1,,0,5,0,0,1,0,20699,1,168,僛,0,0
0028,儗,10434,169,1,,0,6,0,0,1,0,20759,1,169,儗,0,0
0028,偩,10435,170,1,,0,7,0,0,1,0,20585,1,170,偩,0,0
0028,仸,33102,171,1,,0,8,0,0,0,1,20216,1,171,,0,0
0028,俽,33097,172,1,,0,9,0,0,0,1,20477,1,172,,0,0
0028,倐,34296,173,1,,0,10,0,1,0,0,20496,1,173,,0,0
0028,儨,34296,174,1,,0,11,0,1,0,0,20776,1,174,,0,0
0029,條,8237,175,1,條,1,0,0,0,1,0,26781,1,175,條,0,1
0029,你,284,176,1,,0,1,0,0,1,0,20320,1,176,你,0,1
0029,係,5708,177,1,,0,2,0,0,1,0,20418,1,177,係,0,1
0029,傺,8109,178,1,,0,3,0,0,1,0,20666,1,178,傺,0,1
0029,絛,5313,179,1,絛,1,4,0,0,1,0,32091,1,179,絛,0,0
0029,偨,10443,180,1,,0,5,0,0,1,0,20584,1,180,偨,0,0
0029,緜,9001,181,1,,0,6,0,0,0,1,32220,1,181,,0,0
0029,倸,34296,182,1,,0,7,0,1,0,0,20536,1,182,,0,0
0029,,41652,183,1,,0,8,0,0,0,1,57379,0,183,,0,0
0029,儏,34296,184,1,,0,9,0,1,0,0,20751,1,184,,0,0
003,冬,1215,185,1,,0,0,0,0,1,0,20908,1,185,冬,0,1
0030,鵀,10447,186,1,,0,0,0,0,1,0,40256,1,186,鵀,0,0
0030,鱊,10448,187,1,,0,1,0,0,1,0,40010,1,187,鱊,0,0
0030,鱎,10449,188,1,,0,2,0,0,1,0,40014,1,188,鱎,0,0
0030,鯚,10450,189,1,,0,3,0,0,1,0,39898,1,189,鯚,0,0
0030,魣,34296,190,1,,0,4,0,1,0,0,39779,1,190,,0,0
0030,鯒,8310,191,1,,0,5,0,1,0,0,39890,1,191,,0,1
0030,鱂,5737,192,1,,0,6,0,1,0,0,40002,1,192,,0,1
0031,鰹,6531,193,1,,0,0,0,0,1,0,39993,1,193,鰹,0,0
0031,鯭,9320,194,1,,0,1,0,0,0,1,39917,1,194,,0,0
0033,急,816,195,1,,0,0,0,0,1,0,24613,1,195,急,0,1
0033,魚,7258,196,1,,0,1,0,0,1,0,39770,1,196,魚,0,1
0033,您,1049,197,1,,0,2,0,0,1,0,24744,1,197,您,0,1
0033,恁,5253,198,1,,0,3,0,0,1,0,24641,1,198,恁,0,1
0033,鱌,10459,199,1,,0,4,0,0,1,0,40012,1,199,鱌,0,0
0033,鱻,8266,200,1,,0,5,0,0,0,1,40059,1,200,,0,0
0033,鮗,33104,201,1,,0,6,0,0,0,1,39831,1,201,,0,0
0033,鰠,33098,202,1,,0,7,0,0,0,1,39968,1,202,,0,0
0033,鴤,34296,203,1,,0,8,0,1,0,0,40228,1,203,,0,0
0033,燞,34296,204,1,,0,9,0,1,0,0,29150,1,204,,0,0
0034,魬,10464,205,1,,0,0,0,0,1,0,39788,1,205,魬,0,0
0034,鯫,7539,206,1,,0,1,0,0,1,0,39915,1,206,鯫,0,1
0034,鱍,10465,207,1,,0,2,0,0,1,0,40013,1,207,鱍,0,0
0034,鯅,34296,208,1,,0,3,0,1,0,0,39877,1,208,,0,0
0034,鮾,34296,209,1,,0,4,0,1,0,0,39870,1,209,,0,0
0034,鯘,34296,210,1,,0,5,0,1,0,0,39896,1,210,,0,0
0034,鰀,34296,211,1,,0,6,0,1,0,0,39936,1,211,,0,0
0034,鱫,34296,212,1,,0,7,0,1,0,0,40043,1,212,,0,0
0035,鯶,34296,213,1,,0,0,0,1,0,0,39926,1,213,,0,0
0036,鮨,9161,214,1,,0,0,0,0,1,0,39848,1,214,鮨,0,0
0036,鮥,10472,215,1,,0,1,0,0,1,0,39845,1,215,鮥,0,0
0036,鱕,10473,216,1,,0,2,0,0,1,0,40021,1,216,鱕,0,0
0036,鴼,34296,217,1,,0,3,0,1,0,0,40252,1,217,,0,0
0036,鮜,9789,218,1,,0,4,0,1,0,0,39836,1,218,,0,1
0037,魠,8703,219,1,,0,0,0,0,1,0,39776,1,219,魠,0,0
0037,鷈,10477,220,1,,0,1,0,0,1,0,40392,1,220,鷈,0,0
0037,鮠,8834,221,1,,0,2,0,0,1,0,39840,1,221,鮠,0,0
0037,鮡,10478,222,1,,0,3,0,0,1,0,39841,1,222,鮡,0,0
0037,魤,8418,223,1,,0,4,0,0,1,0,39780,1,223,魤,0,0
0037,鮸,8034,224,1,,0,5,0,0,1,0,39864,1,224,鮸,0,0
0037,鰩,5941,225,1,,0,6,0,0,1,0,39977,1,225,鰩,0,0
0037,急,816,226,1,急,1,7,0,0,1,0,24613,1,226,急,0,1
0037,您,1049,227,1,您,1,8,0,0,1,0,24744,1,227,您,0,1
0037,魮,34296,228,1,,0,9,0,1,0,0,39790,1,228,,0,0
0037,魹,34296,229,1,,0,10,0,1,0,0,39801,1,229,,0,0
0038,歍,10483,230,1,,0,0,0,0,1,0,27469,1,230,歍,0,0
0039,穌,4369,231,1,,0,0,0,0,1,0,31308,1,231,穌,0,1
0039,鰷,7562,232,1,鰷,1,1,0,0,1,0,39991,1,232,鰷,0,1
0039,鯀,6346,233,1,,0,2,0,0,1,0,39872,1,233,鯀,0,0
0039,鰇,10487,234,1,,0,3,0,0,1,0,39943,1,234,鰇,0,0
0039,鰶,10488,235,1,,0,4,0,0,1,0,39990,1,235,鰶,0,0
004,版,663,236,1,,0,0,0,0,1,0,29256,1,236,版,0,1
004,敻,10489,237,1,,0,1,0,0,1,0,25979,1,237,敻,0,0
004,夂,33103,238,1,,0,2,0,0,0,1,22786,1,238,,0,0
004,夊,33102,239,1,,0,3,0,0,0,1,22794,1,239,,0,0
004,叐,37630,240,1,叐,1,4,0,1,0,1,21456,1,240,,0,0
004,夐,34296,241,1,,0,5,0,1,0,0,22800,1,241,,0,1
004,,41646,242,1,,0,6,0,0,0,1,60213,0,242,,0,0
004,,41647,243,1,,0,7,0,0,0,1,60162,0,243,,0,0
0040,艀,10494,244,1,,0,0,0,0,1,0,33344,1,244,艀,0,0
0040,艑,10495,245,1,艑,1,1,0,0,1,0,33361,1,245,艑,0,0
0040,务,33102,246,1,,0,2,0,0,0,1,21153,1,246,,0,0
0041,艋,5582,247,1,,0,0,0,0,1,0,33355,1,247,艋,0,1
0041,艠,34296,248,1,,0,1,0,1,0,0,33376,1,248,,0,0
0044,艇,1754,249,1,,0,0,0,0,1,0,33351,1,249,艇,0,1
0044,舨,6527,250,1,,0,1,0,0,1,0,33320,1,250,舨,0,0
0045,艂,10500,251,1,,0,0,0,0,1,0,33346,1,251,艂,0,0
0045,舽,10501,252,1,,0,1,0,0,1,0,33341,1,252,舽,0,0
0046,艪,34296,253,1,,0,0,0,1,0,0,33386,1,253,,0,0
0047,免,771,254,1,免,1,0,0,0,1,0,20813,1,254,免,0,1
0047,兔,2547,255,1,,0,1,0,0,1,0,20820,1,255,兔,0,1
0047,艬,10504,256,1,,0,2,0,0,1,0,33388,1,256,艬,0,0
0047,毚,10505,257,1,,0,3,0,0,1,0,27610,1,257,毚,0,0
0047,舭,33101,258,1,,0,4,0,0,0,1,33325,1,258,,0,1
0047,,33124,259,1,,1,5,0,0,0,1,60486,0,259,,0,0
0047,,33124,260,1,,1,6,0,0,0,1,59991,0,260,,0,0
0047,,41641,261,1,,0,7,0,0,0,1,60101,0,261,,0,0
005,舜,2578,262,1,,0,0,0,0,1,0,33308,1,262,舜,0,1
005,夆,10507,263,1,,0,1,0,0,1,0,22790,1,263,夆,0,0
005,夅,9082,264,1,,0,2,0,0,0,1,22789,1,264,,0,0
0050,犞,10509,265,1,,0,0,0,0,1,0,29342,1,265,犞,0,0
0050,觕,10510,266,1,,0,1,0,0,1,0,35285,1,266,觕,0,0
0050,掰,3675,267,1,,1,2,0,0,1,0,25520,1,267,掰,0,1
0050,犏,8037,268,1,犏,1,3,0,1,0,0,29327,1,268,,0,1
0050,搿,9389,269,1,,1,4,0,0,1,0,25663,1,269,搿,0,0
0057,牴,7286,270,1,,0,0,0,0,1,0,29300,1,270,牴,0,0
0057,牝,6779,271,1,,0,1,0,0,1,0,29277,1,271,牝,0,1
0057,牦,50155,272,1,,0,2,0,0,0,1,29286,1,272,,0,1
0057,鬿,10513,273,1,鬿,1,3,0,0,1,0,39743,1,273,鬿,0,0
0057,鬽,34296,274,1,,0,4,0,1,0,0,39741,1,274,,0,0
006,名,108,275,1,,0,0,0,0,1,0,21517,1,275,名,0,1
006,各,258,276,1,,0,1,0,0,1,0,21508,1,276,各,0,1
006,魯,10195,277,1,,0,2,0,0,1,0,39791,1,277,魯,0,1
006,詧,8361,278,1,,0,3,0,0,0,1,35431,1,278,,0,0
006,备,33097,279,1,,0,4,0,0,0,1,22791,1,279,,0,0
006,,41635,280,1,,0,5,0,0,0,1,59971,0,280,,0,0
0060,皭,10519,281,1,,0,0,0,0,1,0,30381,1,281,皭,0,1
0060,够,33096,282,1,,0,1,0,0,0,1,22815,1,282,,0,1
0060,馟,34296,283,1,,0,2,0,1,0,0,39327,1,283,,0,0
0062,斪,10522,284,1,,0,0,0,0,1,0,26026,1,284,斪,0,0
0063,舔,4180,285,1,,0,0,0,0,1,0,33300,1,285,舔,0,1
0064,皈,4783,286,1,,0,0,0,0,1,0,30344,1,286,皈,0,1
0064,皧,34296,287,1,,0,1,0,1,0,0,30375,1,287,,0,0
0066,皤,7132,288,1,,0,0,0,0,1,0,30372,1,288,皤,0,0
0066,舚,33095,289,1,,0,1,0,0,0,1,33306,1,289,,0,0
0067,舐,5261,290,1,,0,0,0,0,1,0,33296,1,290,舐,0,1
0067,皉,10528,291,1,,0,1,0,0,1,0,30345,1,291,皉,0,0
0067,飜,33089,292,1,,0,2,0,0,0,1,39132,1,292,,0,0
0068,欨,10530,293,1,,0,0,0,0,1,0,27432,1,293,欨,0,0
0069,,41630,294,1,,0,0,0,0,0,1,58213,0,294,,0,0
007,色,372,295,1,,0,0,0,0,1,0,33394,1,295,色,0,1
007,覓,2819,296,1,,0,1,0,0,1,0,35219,1,296,覓,0,1
007,禿,8967,297,1,,0,2,0,0,1,0,31167,1,297,禿,0,1
007,氌,6097,298,1,,0,3,0,0,1,0,27660,1,298,氌,0,0
007,牐,8443,299,1,,0,4,0,0,0,1,29264,1,299,,0,0
007,龟,33093,300,1,,0,5,0,0,0,1,40863,1,300,,0,0
007,亀,9485,301,1,,0,6,0,0,0,1,20096,1,301,,0,0
007,饣,33091,302,1,,0,7,0,0,0,1,39267,1,302,,0,0
007,兎,34296,303,1,兎,1,8,0,1,0,0,20814,1,303,,0,0
007,毝,34296,304,1,,0,9,0,1,0,0,27613,1,304,,0,0
007,臽,34296,305,1,,0,10,0,1,0,0,33277,1,305,,0,0
0070,,41627,306,1,,0,0,0,0,0,1,60185,0,306,,0,0
0073,,41625,307,1,,0,0,0,0,0,1,63470,0,307,,0,0
0078,歃,6030,308,1,,0,0,0,0,1,0,27459,1,308,歃,0,1
0078,欿,10543,309,1,,0,1,0,0,1,0,27455,1,309,欿,0,0
0079,繇,5776,310,1,,0,0,0,0,1,0,32327,1,310,繇,0,0
008,久,928,311,1,,0,0,0,0,1,0,20037,1,311,久,0,1
008,負,8320,312,1,,0,1,0,0,1,0,36000,1,312,負,0,1
008,貨,7908,313,1,,0,2,0,0,1,0,36008,1,313,貨,0,1
008,欠,1619,314,1,,0,3,0,0,1,0,27424,1,314,欠,0,1
008,灸,3500,315,1,,0,4,0,0,1,0,28792,1,315,灸,0,1
008,炙,3099,316,1,,0,5,0,0,1,0,28825,1,316,炙,0,1
008,賃,2155,317,1,,0,6,0,0,1,0,36035,1,317,賃,0,1
008,夤,6915,318,1,,0,7,0,0,1,0,22820,1,318,夤,0,1
008,奐,7098,319,1,,0,8,0,0,1,0,22864,1,319,奐,0,1
008,烉,34296,320,1,,0,9,0,1,0,0,28873,1,320,,0,0
008,焂,12247,321,1,焂,1,10,0,0,1,0,28930,1,321,焂,0,0
008,跾,12249,322,1,跾,1,11,0,0,1,0,36350,1,322,跾,0,0
009,祭,2226,323,1,,0,0,0,0,1,0,31085,1,323,祭,0,1
009,栠,10554,324,1,,0,1,0,0,1,0,26656,1,324,栠,0,0
009,栞,33090,325,1,栞,1,2,0,0,0,1,26654,1,325,,0,0
009,尔,33089,326,1,,0,3,0,0,0,1,23572,1,326,,0,0
009,条,33083,327,1,,0,4,0,0,0,1,26465,1,327,,0,0
009,粂,7833,328,1,,0,5,0,1,0,0,31874,1,328,,0,0
009,夈,7681,329,1,,0,6,0,1,0,0,22792,1,329,,0,0
009,洜,34296,330,1,,0,7,0,1,0,0,27932,1,330,,0,0
0090,稱,8298,331,1,,0,0,0,0,1,0,31281,1,331,稱,0,1
0090,彩,694,332,1,,0,1,0,0,1,0,24425,1,332,彩,0,1
0090,移,842,333,1,,0,2,0,0,1,0,31227,1,333,移,0,1
0090,穚,10562,334,1,,0,3,0,0,1,0,31322,1,334,穚,0,0
0090,稰,10563,335,1,,0,4,0,0,1,0,31280,1,335,稰,0,0
0090,稨,10564,336,1,,0,5,0,0,1,0,31272,1,336,稨,0,0
0090,稃,9136,337,1,,0,6,0,0,1,0,31235,1,337,稃,0,1
0090,穱,9210,338,1,,0,7,0,0,1,0,31345,1,338,穱,0,0
0090,秄,33083,339,1,,0,8,0,0,0,1,31172,1,339,,0,0
0091,種,7122,340,1,,0,0,0,0,1,0,31278,1,340,種,0,1
0091,秹,34296,341,1,,0,1,0,1,0,0,31225,1,341,,0,0
0093,穩,7119,342,1,,0,0,0,0,1,0,31337,1,342,穩,0,1
0093,穏,8170,343,1,,0,1,0,1,0,0,31311,1,343,,0,0
0096,穭,8961,344,1,,0,0,0,0,1,0,31341,1,344,穭,0,1
0096,稭,33088,345,1,,0,1,0,0,0,1,31277,1,345,,0,0
0096,秳,34296,346,1,,0,2,0,1,0,0,31219,1,346,,0,0
0096,,41622,347,1,,0,3,0,0,0,1,58133,0,347,,0,0
0096,稲,34296,348,1,,0,4,0,1,0,0,31282,1,348,,0,0
0096,穞,34296,349,1,,0,5,0,1,0,0,31326,1,349,,0,0
0097,稻,2287,350,1,,0,0,0,0,1,0,31291,1,350,稻,0,1
0097,秏,8487,351,1,,0,1,0,0,1,0,31183,1,351,秏,0,0
0097,秅,10577,352,1,,0,2,0,0,1,0,31173,1,352,秅,0,0
0097,秕,6084,353,1,,0,3,0,0,1,0,31189,1,353,秕,0,1
0097,秖,10579,354,1,,0,4,0,0,1,0,31190,1,354,秖,0,0
0097,秪,10579,355,1,,0,5,0,0,1,0,31210,1,355,秪,0,0
0097,臲,10580,356,1,,0,6,0,0,1,0,33266,1,356,臲,0,0
0097,穐,34296,357,1,,0,7,0,1,0,0,31312,1,357,,0,0
0097,穩,7119,358,1,穩,1,8,0,0,1,0,31337,1,358,穩,0,1
0098,秗,34296,359,1,,0,0,0,1,0,0,31191,1,359,,0,0
